ProviderName,LicenseType,ProviderType,ProviderTypeDescription,QualityRating,QualityRatingDescription,ProviderCapacity,PhysicalCity,PhysicalZipCode,CountyNumber,CountyName,PhoneNumber,Gender,Age,Slots
Martha  Crain,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BOLTON,39041,25,HINDS,662-510-5390,2,"1,2",0
Martha  Garcia,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,FRIARS POINT,38631,14,COAHOMA,662-510-5441,1,"1,2,3",0
Martha  Lopez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-510-5881,3,3,1
Martha  Mortensen,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SUNFLOWER,38778,67,SUNFLOWER,662-510-8200,2,"4,5",0
Martha  Pineda,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,FOREST,39074,62,SCOTT,662-513-3500,1,"3,4",1
Martha  Starr,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SHUQUALAK,39361,52,NOXUBEE,662-519-9656,3,"1,2",1
Martha  Thurston,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LAUREL,39440,34,JONES,662-523-0592,2,1,1
Martha Alatorre,UNLICENSED,6,Relative In-Home,0,Not Rated,5,DE KALB,39328,35,KEMPER,662-524-0270,1,"2,3",0
Martha Alicia Lopez de Garibaldi,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-524-4221,3,"4,5",0
Martha Alicia Lozano,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PASCAGOULA,39581,30,JACKSON,662-524-4245,2,4,1
Martha Barbaria,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,COLUMBIA,39429,46,MARION,662-524-4770,1,"3,4",0
Martha Blomstrom,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,662-524-7712,3,5,0
Martha Carlos,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CRYSTAL SPRINGS,39059,15,COPIAH,662-526-0103,2,5,0
Martha Cecilia DeLeon,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39305,38,LAUDERDALE,662-528-0443,1,"1,2",1
Martha E Soto,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-528-0715,3,2,1
Martha H Lopez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-528-1068,2,1,0
Martha Irene Becerra,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,STARKVILLE,39759,53,OKTIBBEHA,662-528-1959,1,"2,3",1
Martha Isabel Cadena,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-528-3449,1,1,0
Martha Kay Austin,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,ISOLA,38754,27,HUMPHREYS,662-528-4210,3,"2,3",0
Martha Nava,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SHELBY,38774,6,BOLIVAR,662-528-4210,2,1,0
Martha O Flores,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,NATCHEZ,39120,1,ADAMS,662-528-4709,1,"1,2",0
Martha Patricia Faz,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-528-4779,3,2,0
Martha Paul,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,662-528-6874,2,2,0
Martha Tavarez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MONTICELLO,39654,39,LAWRENCE,662-528-7103,3,1,0
Martina   Emezi,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-534-0577,2,"1,2",0
Martina  Acosta,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,EDWARDS,39066,25,HINDS,662-534-9820,1,"1,2,3",1
Martina Plascencia,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WEST POINT,39773,13,CLAY,662-534-9820,3,3,2
Marty Heinle,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-536-2020,2,"4,5",0
Marvlous Gowans,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WESSON,39191,15,COPIAH,662-537-1307,1,"3,4",0
Mary  Elizabeth Davis,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,ROBINSONVILLE,38664,72,TUNICA,662-537-4003,3,"1,2",0
Mary  Frausto,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,NATCHEZ,39120,1,ADAMS,662-537-4019,2,1,0
Mary  King,UNLICENSED,6,Relative In-Home,0,Not Rated,5,QUITMAN,39355,12,CLARKE,662-537-4022,1,"2,3",0
Mary  Locket - White,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SALLIS,39160,4,ATTALA,662-537-4064,3,"4,5",0
Mary  Lou Turman,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-537-4114,2,4,0
Mary  Martin,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,VAUGHAN,39179,82,YAZOO,662-537-4155,1,"3,4",0
Mary  Quan,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-537-4308,3,5,0
Mary  Rivera,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39213,25,HINDS,662-537-4319,2,5,1
Mary  Walker,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-537-4354,1,"1,2",0
Mary  Ware,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,662-537-4409,3,2,1
Mary  Wesley,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-537-4449,2,1,1
Mary Alice Santillan,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-537-4463,1,"2,3",1
Mary Ann Escoto,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39212,25,HINDS,662-537-4477,1,1,0
Mary Ann Moses,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,LAUREL,39440,34,JONES,662-537-4589,3,"2,3",0
Mary Ann Thomas,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CANTON,39046,45,MADISON,662-537-4636,2,1,1
Mary Ann Vallejo,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-537-4742,1,"1,2",0
Mary Christina Campa,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MONTICELLO,39654,39,LAWRENCE,662-537-4864,3,2,0
Mary Elizabeth Castle,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-537-4884,2,2,0
Mary Elizabeth Newberry,UNLICENSED,6,Relative In-Home,0,Not Rated,5,ROXIE,39661,19,FRANKLIN,662-537-4973,3,1,1
Mary Fitts,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,RIDGELAND,39157,45,MADISON,662-537-4973,2,"1,2",1
Mary Frances Ashley,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,OCEAN SPRINGS,39564,30,JACKSON,662-537-5992,1,"1,2,3",0
Mary Francis Hernandez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-537-7211,3,3,1
Mary Garcia,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,662-537-7242,2,"4,5",0
Mary Harrell,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MAGNOLIA,39652,57,PIKE,662-537-7527,1,"3,4",0
Mary Hermosillo,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,RULEVILLE,38771,67,SUNFLOWER,662-537-7536,3,"1,2",0
Mary Hernandez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-537-7545,2,"1,2",0
Mary Hutchinson,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PASCAGOULA,39567,30,JACKSON,662-537-7559,1,1,0
Mary Jane Landry,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,662-537-7627,3,"2,3",0
Mary Jane Soto,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-537-7632,2,"4,5",0
Mary Jane Torres,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WESSON,39191,15,COPIAH,662-537-7653,1,4,0
Mary Joe McDowell,UNLICENSED,6,Relative In-Home,0,Not Rated,5,LAUREL,39443,34,JONES,662-537-7694,3,"3,4",0
Mary Juarez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PINOLA,39149,64,SIMPSON,662-537-7773,2,5,1
Mary Kleinfall,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CANTON,39046,45,MADISON,662-537-7899,1,5,0
Mary Livingston,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HATTIESBURG,39401,18,FORREST,662-537-7932,3,"1,2",1
Mary Lois Tarver,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CAMDEN,39045,45,MADISON,662-537-7951,2,2,1
Mary Lou McFerrin,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39204,25,HINDS,662-537-7958,1,1,1
Mary Macon,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-537-8047,1,"2,3",0
Mary Marshall,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PHILADELPHIA,39350,50,NESHOBA,662-537-8269,3,1,0
Mary Martha Gilbert,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PHILADELPHIA,39350,50,NESHOBA,662-537-8322,2,"2,3",1
Mary Morvan,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-538-4448,1,1,0
Mary Ombogo,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-538-5500,3,"1,2",0
Mary Ramos,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39305,38,LAUDERDALE,662-539-0400,2,2,0
Mary Robinson,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-539-0408,3,2,1
Mary Sandefur,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39201,25,HINDS,662-541-0181,2,1,1
Mary Stettheimer,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-541-0787,1,"1,2",0
Mary Vu,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PHILADELPHIA,39350,50,NESHOBA,662-541-1092,3,"1,2,3",1
Mary Whitaker,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-542-5085,2,3,0
Mary White,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CRYSTAL SPRINGS,39059,15,COPIAH,662-542-6313,1,"4,5",0
Mary Wilbanks,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-543-0782,3,"3,4",0
Mary Williams,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,FOXWORTH,39483,46,MARION,662-544-0941,2,"1,2",0
Maryann Settles Herrera,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-544-2807,1,1,0
Marylou Ramirez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MOSS POINT,39563,30,JACKSON,662-544-7759,3,"2,3",0
Marylynn Meador,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LOUISVILLE,39339,80,WINSTON,662-545-1303,2,"4,5",0
Matilda Newton,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-545-1842,1,4,0
Mattie  Anderson,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-545-3281,3,"3,4",1
Mattie C Rab,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PASCAGOULA,39581,30,JACKSON,662-545-3378,2,5,2
Mattie Jeanne Hammons,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-545-3829,1,5,0
Mattie Mae Satchell,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,COLUMBUS,39701,44,LOWNDES,662-545-4964,3,"1,2",0
Mattie Veazey,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BEAUMONT,39423,56,PERRY,662-545-7200,2,2,0
Maud  Dibello,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,RIPLEY,38663,70,TIPPAH,662-545-9332,3,1,0
Maude  Grant,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-546-4049,2,"2,3",0
Maude Williams,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-547-9089,1,1,0
Maure Gardiner,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SUNFLOWER,38778,67,SUNFLOWER,662-547-9529,3,"2,3",0
Mayda Garcia,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BROOKSVILLE,39739,52,NOXUBEE,662-548-2348,2,1,0
Mayela Alvarado,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GULFPORT,39503,24,HARRISON,662-548-5258,1,"1,2",0
Maylin Yeager,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GULFPORT,39501,24,HARRISON,662-549-2777,3,2,1
Mayra E Sepulveda,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-550-5316,2,2,0
McKenna Mathewson,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GULFPORT,39501,24,HARRISON,662-550-6365,1,1,1
Meagan Hernandez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-550-6404,3,"1,2",1
Meagen Ledesma,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,NATCHEZ,39120,1,ADAMS,662-551-0305,2,"1,2,3",1
Medina Yvette Hill,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39202,25,HINDS,662-551-1219,1,3,0
Megan  Bayer,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SHELBY,38774,6,BOLIVAR,662-551-1219,3,"4,5",0
Megan Anthony Hernandez Cortez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-551-2328,2,"3,4",1
Megan Jackson,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BRANDON,39042,61,RANKIN,662-551-2364,1,"1,2",0
Megan Karina Morales,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,662-554-8796,3,1,0
Megan Toohey,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BENTON,39039,82,YAZOO,662-557-2142,2,"2,3",0
Megan Urbanovsky,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MOSS POINT,39563,30,JACKSON,662-560-0075,1,"4,5",1
Megan Wright,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WAYNESBORO,39367,77,WAYNE,662-561-0400,1,4,1
Meggan Ratliff,UNLICENSED,6,Relative In-Home,0,Not Rated,5,VICKSBURG,39180,75,WARREN,662-561-6180,3,"3,4",0
Meimuna  Soofi,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-562-5067,2,5,1
Melanie  M Winzer,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENWOOD,38930,42,LEFLORE,662-562-7240,1,5,0
Melanie Fusilier,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-562-7697,3,"1,2",0
Melanie K Molnoskey,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SHAW,38773,6,BOLIVAR,662-563-3244,2,2,0
Melanie Sutherland,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WINSTONVILLE,38781,6,BOLIVAR,662-563-6378,3,1,0
Melany McCain,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LAUREL,39440,34,JONES,662-563-6534,2,"2,3",0
Melinda Ann Bennett,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-564-1003,1,1,0
Melinda Carrasco,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GULFPORT,39501,24,HARRISON,662-564-1500,3,"2,3",0
Melinda Donald,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PASS CHRISTIAN,39571,24,HARRISON,662-564-2385,2,1,0
Melinda Galvan Garza,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,FLORA,39071,45,MADISON,662-565-2222,1,"1,2",1
Melinda Madill,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-565-2406,3,2,2
Melinda Mannino,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-566-1104,2,2,0
Melinda Taylor,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BAY SPRINGS,39422,31,JASPER,662-566-4444,1,1,0
Melissa  Acker,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,RIDGELAND,39157,45,MADISON,662-566-7477,3,"1,2",0
Melissa  Bustos,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GOODMAN,39079,26,HOLMES,662-568-2203,2,"1,2,3",0
Melissa  Driver,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CANTON,39046,45,MADISON,662-569-2216,1,3,0
Melissa  Johnson-Peach,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BROOKSVILLE,39739,52,NOXUBEE,662-569-2348,3,"4,5",0
Melissa Borjas,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,BRANDON,39047,61,RANKIN,662-569-3701,2,"3,4",0
Melissa Grant,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,FOREST,39074,62,SCOTT,662-569-3759,1,"1,2",0
Melissa Hix Bramlett,UNLICENSED,6,Relative In-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-569-6541,3,1,0
Melissa Holland,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,NEWTON,39345,51,NEWTON,662-570-1302,2,"2,3",1
Melissa L Engleman,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MCCOMB,39648,57,PIKE,662-570-4855,1,"4,5",0
Melissa Lynn Olivo,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HOLLY SPRINGS,38635,47,MARSHALL,662-570-6363,1,4,1
Melissa Lynn Timberlake,UNLICENSED,6,Relative In-Home,0,Not Rated,5,NEWTON,39345,51,NEWTON,662-570-8491,3,"3,4",1
Melissa M Betancourt,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,VICKSBURG,39180,75,WARREN,662-571-0293,2,5,1
Melissa Martinez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-571-0486,1,5,0
Melissa Mason,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,ROBINSONVILLE,38664,72,TUNICA,662-571-0596,3,"1,2",0
Melissa Menchaca,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BELZONI,39038,27,HUMPHREYS,662-571-0831,2,2,1
Melissa Perales,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GULFPORT,39501,24,HARRISON,662-571-0930,3,1,0
Melissa Quintero,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MACON,39341,52,NOXUBEE,662-571-1546,2,"2,3",0
Melissa Seitz,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,SHUBUTA,39360,77,WAYNE,662-571-1678,1,1,0
Melissa Sewell,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PERKINSTON,39573,66,STONE,662-571-1762,3,"2,3",1
Melissa Stephens,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,NEWHEBRON,39140,64,SIMPSON,662-571-1796,2,1,1
Melissa Thurm,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LAKE,39092,62,SCOTT,662-571-1811,1,"1,2",0
Melissa Wagner,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,NOXAPATER,39346,80,WINSTON,662-571-1930,3,2,1
Melissa West,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-571-2062,2,2,0
Melissa Wilcox,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-571-2205,1,1,0
Mellissa Stagner,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-571-3510,3,"1,2",0
Melodee  Ray,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MERIDIAN,39301,38,LAUDERDALE,662-571-3616,2,"1,2,3",0
Melodie Gray,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-571-4034,1,3,0
Melody  Gregory,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PASCAGOULA,39581,30,JACKSON,662-571-4221,3,"4,5",0
Melody Joy Gore,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CANTON,39046,45,MADISON,662-571-4452,2,"3,4",0
Melysa Nealis-Adams,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MOSS POINT,39562,30,JACKSON,662-571-4705,1,"1,2",0
Mendy Brown,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SHUBUTA,39360,77,WAYNE,662-571-4841,3,"1,2",1
Merari Salgado,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,BAY SAINT LOUIS,39520,23,HANCOCK,662-571-5108,2,1,2
Mercado Brenda Lee,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38701,76,WASHINGTON,662-571-5293,1,"2,3",0
Mercedes L Gomez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PHILADELPHIA,39350,50,NESHOBA,662-571-5483,1,"4,5",0
Mercedes Otisha Thompson,UNLICENSED,6,Relative In-Home,0,Not Rated,5,BEAUMONT,39423,56,PERRY,662-571-5537,3,4,0
Merchell Jones,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-571-5759,2,"3,4",0
Meredith Breedlove,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-571-6034,1,5,0
Meredith DeSchepper,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MOSS POINT,39562,30,JACKSON,662-571-6095,3,5,0
Meredith Hook,UNLICENSED,6,Relative In-Home,0,Not Rated,5,COLUMBUS,39702,44,LOWNDES,662-571-6310,2,"1,2",0
Mia Elliot,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MOSS POINT,39563,30,JACKSON,662-571-7603,3,2,0
Micaela  Arriola,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,ROLLING FORK,39159,63,SHARKEY,662-571-8435,2,1,0
Micaela Lara,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,STONEWALL,39363,12,CLARKE,662-571-8792,1,"2,3",1
Micaela Mendez Marrquin,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HATTIESBURG,39401,18,FORREST,662-571-9159,3,1,0
Micaela Rico,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MAGEE,39111,64,SIMPSON,662-571-9573,2,"2,3",1
Michael Anthony White,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,YAZOO CITY,39194,82,YAZOO,662-571-9922,1,1,1
Michele  Diane Meeks,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WATER VALLEY,38965,81,YALOBUSHA,662-571-9994,3,"1,2",1
Michele Oakes,UNLICENSED,6,Relative In-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-571-9996,2,2,0
Michelle Bonicelli,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,MCCOMB,39648,57,PIKE,662-574-5845,1,2,0
Michelle Boyce,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MERIDIAN,39307,38,LAUDERDALE,662-577-1499,3,1,1
Michelle Cowley,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MAGEE,39111,64,SIMPSON,662-577-9292,2,"1,2",0
Michelle Elaine Smith,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MOSS POINT,39563,30,JACKSON,662-577-9833,1,"1,2,3",0
Michelle Gallegos,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,JACKSON,39209,25,HINDS,662-578-0711,3,3,0
Michelle Jetter,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,OCEAN SPRINGS,39566,30,JACKSON,662-578-5437,2,"4,5",1
Michelle Kathryn Arguelles,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PHILADELPHIA,39350,50,NESHOBA,662-578-7319,1,"3,4",1
Michelle Llanas,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-578-9739,3,"1,2",0
Michelle Marie  Neff,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,VICKSBURG,39180,75,WARREN,662-579-2002,2,1,1
Michelle Moeckel,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,GREENVILLE,38703,76,WASHINGTON,662-579-2696,3,"2,3",0
Michelle Muenchow,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,DURANT,39063,26,HOLMES,662-579-9415,2,"4,5",0
Michelle Rehfuss,UNLICENSED,6,Relative In-Home,0,Not Rated,5,NATCHEZ,39120,1,ADAMS,662-580-0834,1,4,0
Michelle Smith,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,WEST POINT,39773,13,CLAY,662-580-4237,3,"3,4",0
Midaliz Perez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,ROSE HILL,39356,31,JASPER,662-580-4467,2,5,0
Miesha Basped,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MICHIGAN CITY,38647,5,BENTON,662-580-5020,1,5,0
Miezi Muanangani,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLARKSDALE,38614,14,COAHOMA,662-580-5027,3,"1,2",0
Mike  A Aguilar Jr,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,NOXAPATER,39346,80,WINSTON,662-580-5044,2,2,0
Milagros Velez Perez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HOLLANDALE,38748,76,WASHINGTON,662-580-5086,1,1,0
